partNumber,Vendor,EffectiveDate,Meter Category,Instance Series,Instance Name,vCPU,RAM,Temporary Storage,Temporary Storage Type,Instance Family,Size,Tenancy,Reservation Type,Reservation Length,Meter Region,Operating System,Licence Model,Azure Environment,Azure Priority,Azure Source,Azure Hosting Type,Pricing ,Unit,Rate,Currency,Normalised Rate,Description
2DYRKD83PP6HQ2GB.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $2.784 ,USD, $3.43 ,
9B2X8NG9XTC9TG2C.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.240 ,USD, $3.99 ,
9B2X8NG9XTC9TG2C.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $2.729 ,USD, $3.36 ,
9B2X8NG9XTC9TG2C.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $4.256 ,USD, $5.24 ,
9SSKZBBGNGVWJ6VS.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $2.067 ,USD, $2.55 ,
9SSKZBBGNGVWJ6VS.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.556 ,USD, $1.92 ,
9SSKZBBGNGVWJ6VS.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.082 ,USD, $3.80 ,
HBR8TEHD23A8GRXW.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.828 ,USD, $2.25 ,
HBR8TEHD23A8GRXW.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.311 ,USD, $1.62 ,
HBR8TEHD23A8GRXW.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $2.934 ,USD, $3.62 ,
JU63DMNGKFU92C7A.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.409 ,USD, $4.20 ,
JU63DMNGKFU92C7A.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $2.898 ,USD, $3.57 ,
JU63DMNGKFU92C7A.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $4.424 ,USD, $5.45 ,
JZSJNPYP9SU5Z3S3.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.937 ,USD, $2.39 ,
JZSJNPYP9SU5Z3S3.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.426 ,USD, $1.76 ,
JZSJNPYP9SU5Z3S3.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $2.952 ,USD, $3.64 ,
MFAC9UVZBXAVTG5P.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.997 ,USD, $2.46 ,
MFAC9UVZBXAVTG5P.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.480 ,USD, $1.82 ,
MFAC9UVZBXAVTG5P.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.102 ,USD, $3.82 ,
W8Y7ZW7X3CJ9WHQN.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.898 ,USD, $2.34 ,
W8Y7ZW7X3CJ9WHQN.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.387 ,USD, $1.71 ,
W8Y7ZW7X3CJ9WHQN.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.8xlarge,32.00,256.00,1200.00,NVMe SSD,Memory optimized,32c / 256 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $2.914 ,USD, $3.59 ,
39C5BTQ3H4BTVJ6P.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.136 ,USD, $0.17 ,
39C5BTQ3H4BTVJ6P.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.101 ,USD, $0.12 ,
39C5BTQ3H4BTVJ6P.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.237 ,USD, $0.29 ,
829MFF7STWZZXCQS.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.121 ,USD, $0.15 ,
829MFF7STWZZXCQS.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.089 ,USD, $0.11 ,
829MFF7STWZZXCQS.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.185 ,USD, $0.23 ,
9RSEV75YHK8246DK.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.171 ,USD, $0.21 ,
9RSEV75YHK8246DK.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.139 ,USD, $0.17 ,
9RSEV75YHK8246DK.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.234 ,USD, $0.29 ,
CRA7A37UWUNPY7G9.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.181 ,USD, $0.22 ,
CRA7A37UWUNPY7G9.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.149 ,USD, $0.18 ,
CRA7A37UWUNPY7G9.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.245 ,USD, $0.30 ,
CZQ8MWDZD87KDWJR.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.111 ,USD, $0.14 ,
CZQ8MWDZD87KDWJR.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.079 ,USD, $0.10 ,
CZQ8MWDZD87KDWJR.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.174 ,USD, $0.21 ,
GXJ4A2YN3J8R2BD8.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.203 ,USD, $0.25 ,
GXJ4A2YN3J8R2BD8.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.171 ,USD, $0.21 ,
GXJ4A2YN3J8R2BD8.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.266 ,USD, $0.33 ,
HG6GEYSUMPV5FF6C.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.213 ,USD, $0.26 ,
HG6GEYSUMPV5FF6C.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.181 ,USD, $0.22 ,
HG6GEYSUMPV5FF6C.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.277 ,USD, $0.34 ,
ZEXDBH72R4XHR4WQ.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.146 ,USD, $0.18 ,
ZEXDBH72R4XHR4WQ.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.111 ,USD, $0.14 ,
ZEXDBH72R4XHR4WQ.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.large,2.00,16.00,75.00,NVMe SSD,Memory optimized,2c / 16 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.248 ,USD, $0.31 ,
2NQXKXA35MAMBEQG.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $5.305 ,USD, $6.54 ,
2NQXKXA35MAMBEQG.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.771 ,USD, $4.65 ,
2NQXKXA35MAMBEQG.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $8.352 ,USD, $10.29 ,
3TUG8HVPC9BEBQMY.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $5.435 ,USD, $6.70 ,
3TUG8HVPC9BEBQMY.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.901 ,USD, $4.81 ,
3TUG8HVPC9BEBQMY.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $8.482 ,USD, $10.45 ,
4YQHD3RFA3NYSCA4.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $5.435 ,USD, $6.70 ,
4YQHD3RFA3NYSCA4.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.901 ,USD, $4.81 ,
4YQHD3RFA3NYSCA4.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $8.482 ,USD, $10.45 ,
9XFB3HN3MNJCA7HC.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $9.721 ,USD, $11.98 ,
9XFB3HN3MNJCA7HC.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $8.187 ,USD, $10.09 ,
9XFB3HN3MNJCA7HC.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $12.768 ,USD, $15.73 ,
G9DWW5N8YTEZDT4E.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $5.365 ,USD, $6.61 ,
G9DWW5N8YTEZDT4E.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.825 ,USD, $4.71 ,
G9DWW5N8YTEZDT4E.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $8.502 ,USD, $10.48 ,
M5YU2G6AKPA558ZD.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $5.305 ,USD, $6.54 ,
M5YU2G6AKPA558ZD.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.771 ,USD, $4.65 ,
M5YU2G6AKPA558ZD.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $8.352 ,USD, $10.29 ,
NCQ5JUUKU3NRUZ2U.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $5.365 ,USD, $6.61 ,
NCQ5JUUKU3NRUZ2U.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.825 ,USD, $4.71 ,
NCQ5JUUKU3NRUZ2U.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $8.502 ,USD, $10.48 ,
VRSYJSKV7VKHN23R.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $9.721 ,USD, $11.98 ,
VRSYJSKV7VKHN23R.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $8.187 ,USD, $10.09 ,
VRSYJSKV7VKHN23R.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,r5d,r5d.metal,96.00,768.00,3600.00,NVMe SSD,Memory optimized,96c / 768 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $12.768 ,USD, $15.73 ,
3S9JBAEG3XHAV4YS.4NA7Y494T4.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.xlarge,4.00,32.00,150.00,NVMe SSD,Memory optimized,4c / 32 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.292 ,USD, $0.36 ,
3S9JBAEG3XHAV4YS.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-09-01,Virtual Machines,r5d,r5d.xlarge,4.00,32.00,150.00,NVMe SSD,Memory optimized,4c / 32 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.223 ,USD, $0.27 ,
